city,iteractions_count,clickout_sum,user_id_unique,session_id_unique,item_id_unique,step_median,item_per_session
"Toda, Japan",13,5.0,4,4,1,5.0,0.25
"Ladispoli, Italy",35,5.0,2,4,5,11.0,1.25
"Ivrea, Italy",36,5.0,5,5,4,10.5,0.8
"Cross Lanes, USA",16,5.0,4,4,6,3.5,1.5
"Cross Bay, Bermudas",7,5.0,4,4,2,2.0,0.5
"Lambayeque, Peru",53,5.0,3,3,5,14.0,1.6666666666666667
"Nefteyugansk, Russia",6,5.0,4,4,5,1.0,1.25
"Saint-Ferdinand, Canada",81,5.0,7,7,1,33.0,0.14285714285714285
"Saint-Dié-des-Vosges, France",30,5.0,5,5,7,5.0,1.4
"Nesselwängle, Austria",112,5.0,5,6,8,14.0,1.3333333333333333
"Yanai, Japan",23,5.0,7,7,5,3.0,0.7142857142857143
"Haselünne, Germany",42,5.0,5,5,4,7.0,0.8
"Culla, Spain",15,5.0,2,2,3,6.0,1.5
"Lanciano, Italy",34,5.0,4,4,5,13.5,1.25
"Cuiseaux, France",5,5.0,1,1,3,3.0,3.0
"Saint Lawrence, Malta",11,5.0,3,3,1,3.0,0.3333333333333333
"Wenns, Austria",73,5.0,7,9,8,8.0,0.8888888888888888
"Cuijk, Netherlands",73,5.0,4,4,4,21.0,1.0
"Támesis, Colombia",7,5.0,6,6,4,1.0,0.6666666666666666
"Saint Peters, USA",14,5.0,2,3,5,3.0,1.6666666666666667
"Saint Witz, France",10,5.0,3,5,3,1.5,0.6
"Cuddalore, India",19,5.0,4,4,4,6.0,1.0
"Arnstadt, Germany",81,5.0,4,4,6,13.0,1.5
"Saint-Aubin-sur-Mer, France",49,5.0,2,2,4,24.0,2.0
"Shkodër, Albania",125,5.0,5,6,7,19.0,1.1666666666666667
"Cubellas, Spain",71,5.0,2,2,6,35.0,3.0
"Neufchâteau, France",22,5.0,4,4,4,7.5,1.0
"Neuenhagen, Germany",13,5.0,3,3,3,3.0,1.0
"Castril, Spain",41,5.0,4,4,5,15.0,1.25
"Shisui, Japan",40,5.0,3,3,6,17.5,2.0
"Middleham, United Kingdom",7,5.0,2,2,5,4.0,2.5
"Tyresö, Sweden",6,5.0,4,4,4,1.0,1.0
"Saint-Cyr-l'Ecole, France",25,5.0,6,6,6,4.0,1.0
"La Pocatière, Canada",38,5.0,3,3,2,15.5,0.6666666666666666
"Saint-Laurent-de-Mure, France",295,5.0,2,4,13,131.0,3.25
"Cavaillon, France",91,5.0,8,8,6,17.0,0.75
"Needham, USA",46,5.0,4,5,4,22.5,0.8
"Shefayim, Israel",9,5.0,5,5,3,1.0,0.6
"Itaím, Brazil",48,5.0,10,11,4,5.0,0.36363636363636365
"Alland, Austria",60,5.0,4,4,2,15.0,0.5
"Heerde, Netherlands",11,5.0,3,3,7,3.0,2.3333333333333335
"Larmor-Plage, France",72,5.0,2,2,6,18.5,3.0
"Hegyeshalom, Hungary",39,5.0,5,6,7,9.0,1.1666666666666667
"Shawnee on Delaware, USA",90,5.0,3,3,8,37.5,2.6666666666666665
"Sainte Rose, French Antilles",22,5.0,5,6,5,4.5,0.8333333333333334
"Heide, Germany",21,5.0,3,3,4,4.0,1.3333333333333333
"Heiden, Switzerland",8,5.0,5,5,4,1.0,0.8
"Milltown Malbay, Ireland",9,5.0,2,3,2,2.0,0.6666666666666666
"West Lulworth, United Kingdom",28,5.0,3,3,4,22.5,1.3333333333333333
"Lerum, Sweden",9,5.0,2,2,3,4.0,1.5
"West Memphis, USA",40,5.0,4,4,5,16.5,1.25
"Crailsheim, Germany",58,5.0,2,2,6,15.5,3.0
"Tuxpan, Mexico",18,5.0,6,6,3,6.5,0.5
"Heiloo, Netherlands",13,5.0,3,3,5,3.0,1.6666666666666667
"West New York, USA",8,5.0,4,4,6,8.5,1.5
"Ceará-Mirim, Brazil",36,5.0,6,7,5,4.5,0.7142857142857143
"Shanty Bay, Canada",39,5.0,3,3,6,9.0,2.0
"Beerwah, Australia",11,5.0,2,2,2,4.0,1.0
"Natadola Beach, Fiji",103,5.0,6,6,3,40.0,0.5
"Cowra, Australia",15,5.0,4,4,5,2.0,1.25
"Heinola, Finland",10,5.0,5,5,5,2.0,1.0
"Cayenne, French Guiana",10,5.0,5,6,5,1.0,0.8333333333333334
"Saint-Vulbas, France",5,5.0,1,1,3,3.0,3.0
"Ivangorod, Russia",10,5.0,5,5,4,2.5,0.8
"Cres, Croatia",13,5.0,3,3,4,5.0,1.3333333333333333
"Saint-Lô, France",11,5.0,3,3,3,24.0,1.0
"Saint-Maixent-l'École, France",6,5.0,6,6,4,1.0,0.6666666666666666
"Saint-Marcellin, France",20,5.0,2,2,7,8.5,3.5
"Saint-Michel-des-Saints, Canada",16,5.0,9,10,3,2.0,0.3
"Saint-Méloir-des-Ondes, France",7,5.0,3,3,2,2.0,0.6666666666666666
"Yala, Thailand",18,5.0,7,7,4,3.5,0.5714285714285714
"Haywards Heath, United Kingdom",36,5.0,3,3,6,13.5,2.0
"Cave City, USA",26,5.0,2,2,2,11.5,1.0
"Shepton Mallet, United Kingdom",25,5.0,4,4,5,5.0,1.25
"Kuala Pahang, Malaysia",68,5.0,7,7,5,40.5,0.7142857142857143
"Nea Kallikratia, Greece",7,5.0,3,3,3,2.0,1.0
"Cavinti, Philippines",11,5.0,5,6,5,2.0,0.8333333333333334
"Milatos, Greece",7,5.0,3,3,3,2.0,1.0
"Heacham, United Kingdom",10,5.0,4,4,4,2.5,1.0
"Milazzo, Italy",63,5.0,4,5,6,14.0,1.2
"Heald Green, United Kingdom",22,5.0,3,4,7,8.5,1.75
"Healdsburg, USA",37,5.0,7,8,8,6.0,1.0
"Creuzier-le-Neuf, France",9,5.0,1,1,2,7.0,2.0
"Creutzwald, France",25,5.0,4,4,3,5.0,0.75
"Saint-Paul-lès-Dax, France",61,5.0,5,5,7,14.0,1.4
"Saint-Paulin, Canada",6,5.0,4,5,2,1.0,0.4
"Hechingen, Germany",79,5.0,3,3,7,20.0,2.3333333333333335
"Navidad, Chile",19,5.0,9,9,6,2.0,0.6666666666666666
"Belmar, USA",111,5.0,5,6,10,137.0,1.6666666666666667
"Biggar, United Kingdom",7,5.0,5,5,4,1.0,0.8
"Cullman, USA",56,5.0,5,5,7,11.0,1.4
"Hoznayo, Spain",43,5.0,4,4,2,16.0,0.5
"Sayula, Mexico",44,5.0,5,5,7,10.5,1.4
"Monor, Hungary",17,5.0,4,4,3,3.0,0.75
"Clarksburg, USA",26,5.0,5,5,3,4.0,0.6
"Houffalize, Belgium",56,5.0,5,5,6,8.0,1.2
"Houma, USA",17,5.0,3,4,7,3.0,1.75
"Willis, USA",21,5.0,5,5,9,6.0,1.8
"Morungaba, Brazil",35,5.0,6,6,3,7.0,0.5
"Willows, USA",14,5.0,4,5,4,2.0,0.8
"Chikugo, Japan",18,5.0,3,3,8,5.0,2.6666666666666665
"Hoyos del Espino, Spain",42,5.0,3,3,4,63.5,1.3333333333333333
"Saviese, Switzerland",5,5.0,1,1,5,3.0,5.0
"Santa Lucia del Camino, Mexico",60,5.0,1,1,5,30.5,5.0
"Ilagan City, Philippines",11,5.0,5,7,1,1.0,0.14285714285714285
"Saugatuck, USA",414,5.0,5,5,27,184.5,5.4
"Morlaix, France",10,5.0,4,4,3,2.0,0.75
"Moritzburg, Germany",21,5.0,7,7,8,3.0,1.1428571428571428
"Amecameca de Juarez, Mexico",84,5.0,7,7,4,19.0,0.5714285714285714
"Altotonga, Mexico",19,5.0,4,4,4,5.0,1.0
"Huacachina, Peru",144,5.0,6,8,7,52.5,0.875
"Huajuapan de Leon, Mexico",11,5.0,6,6,1,1.0,0.16666666666666666
"Huancaya, Peru",11,5.0,5,5,5,2.0,1.0
"Città della Pieve, Italy",43,5.0,4,4,6,18.0,1.5
"Ibirá, Brazil",19,5.0,7,7,3,2.0,0.42857142857142855
"Ibicoara, Brazil",8,5.0,6,6,2,1.0,0.3333333333333333
"Bezerros, Brazil",13,5.0,4,4,3,3.0,0.75
"Williamston, USA",8,5.0,3,3,2,3.0,0.6666666666666666
"Monki, Poland",19,5.0,4,4,6,3.0,1.5
"Amherst, Canada",15,5.0,5,5,5,4.0,1.0
"Ikorodu, Nigeria",14,5.0,1,1,5,16.5,5.0
"Lescar, France",10,5.0,4,4,4,2.0,1.0
"Mousehole, United Kingdom",77,5.0,6,7,5,14.0,0.7142857142857143
"Lagny-sur-Marne, France",10,5.0,4,4,4,2.0,1.0
"Clovelly, United Kingdom",13,5.0,3,3,7,3.0,2.3333333333333335
"Mondeville, France",14,5.0,3,5,4,2.5,0.8
"Willcox, USA",15,5.0,3,3,3,3.0,1.0
"Chianni, Italy",12,5.0,3,3,5,3.0,1.6666666666666667
"Clondalkin, Ireland",32,5.0,3,5,6,9.5,1.2
"Iisalmi, Finland",41,5.0,6,6,4,14.0,0.6666666666666666
"Horncastle, United Kingdom",7,5.0,3,4,3,1.0,0.75
"Mount Horeb, USA",41,5.0,1,1,5,22.0,5.0
"Scarborough, USA",65,5.0,9,10,6,13.0,0.6
"Laracha, Spain",21,5.0,4,6,4,3.0,0.6666666666666666
"Mount Clemens, USA",8,5.0,2,2,5,2.5,2.5
"Scansano, Italy",12,5.0,4,4,5,2.5,1.25
"Cleveleys, United Kingdom",16,5.0,3,3,7,4.5,2.3333333333333335
"Sant Josep de sa Talaia, Spain",32,5.0,5,5,6,238.5,1.2
"Clervaux, Luxembourg",221,5.0,3,3,11,109.0,3.6666666666666665
"Wolfratshausen, Germany",85,5.0,4,4,11,17.0,2.75
"Kroczyce, Poland",5,5.0,3,3,2,1.0,0.6666666666666666
"Horská Kvilda, Czech Republic",22,5.0,2,2,6,10.5,3.0
"Horwich, United Kingdom",54,5.0,4,5,8,292.5,1.6
"Morganton, USA",38,5.0,4,4,8,9.5,2.0
"Wiltz, Luxembourg",14,5.0,3,3,3,4.0,1.0
"Huatusco de Chiciellar, Mexico",11,5.0,5,7,1,1.0,0.14285714285714285
"Chivilcoy, Argentina",10,5.0,5,5,3,2.5,0.6
"Höchenschwand, Germany",5,5.0,2,2,3,2.0,1.5
"Kropotkin, Russia",10,5.0,5,6,4,2.0,0.6666666666666666
"Santo Tome, Argentina",25,5.0,5,6,2,5.0,0.3333333333333333
"Montrouge, France",28,5.0,5,6,7,5.5,1.1666666666666667
"Wittlich, Germany",5,5.0,3,3,3,1.0,1.0
"Montejo de la Sierra, Spain",42,5.0,3,3,5,18.5,1.6666666666666667
"Santo Tomé, Argentina",12,5.0,2,2,1,6.5,0.5
"Santovenia de Pisuerga, Spain",5,5.0,1,1,3,3.0,3.0
"Santpoort-Noord, Netherlands",12,5.0,4,4,5,3.0,1.25
"Santurtzi, Spain",6,5.0,4,4,3,1.5,0.75
"Londonderry, USA",48,5.0,5,5,6,17.5,1.2
"Huwei Township, Taiwan",11,5.0,4,4,4,3.0,1.0
"Alvin, USA",9,5.0,2,2,5,4.0,2.5
"Cholila, Argentina",11,5.0,2,2,4,3.0,2.0
"Tower Hamlets, United Kingdom",14,5.0,7,7,5,2.5,0.7142857142857143
"Hyuga, Japan",7,5.0,2,2,3,2.0,1.5
"Christiansburg, USA",11,5.0,2,2,4,4.0,2.0
"Monticelli Terme, Italy",23,5.0,4,4,5,8.0,1.25
"Trabia, Italy",9,5.0,3,3,3,2.0,1.0
"Wisbech, United Kingdom",6,5.0,2,2,5,2.0,2.5
"Sapucaia do Sul, Brazil",29,5.0,4,4,7,8.0,1.75
"Saranac Lake, USA",21,5.0,2,3,4,8.0,1.3333333333333333
"Chorrillos, Peru",136,5.0,5,5,17,36.5,3.4
"Bertinoro, Italy",13,5.0,4,5,1,2.0,0.2
"Chivay, Peru",16,5.0,5,5,6,3.0,1.2
"Circasia, Colombia",33,5.0,5,5,4,7.0,0.8
"Chiusdino, Italy",27,5.0,3,3,5,111.0,1.6666666666666667
"Santa Rita do Sapucaí, Brazil",63,5.0,5,6,3,13.0,0.5
"Morehead, USA",95,5.0,3,5,4,22.0,0.8
"Santa Rosa de Copán, Honduras",7,5.0,2,2,1,2.0,0.5
"Winchcombe, United Kingdom",36,5.0,4,4,2,12.5,0.5
"Huizen, Netherlands",46,5.0,5,5,3,17.5,0.6
"Long Island, USA",55,5.0,5,6,8,20.0,1.3333333333333333
"Chipping Sodbury, United Kingdom",7,5.0,3,3,5,5.0,1.6666666666666667
"Santana de Parnaíba, Brazil",26,5.0,10,10,4,3.5,0.4
"Hulín, Czech Republic",5,5.0,1,1,3,3.0,3.0
"Santander de Quilichao, Colombia",62,5.0,5,5,4,26.5,0.8
"Hückelhoven, Germany",9,5.0,1,1,5,5.0,5.0
"Wingst, Germany",11,5.0,3,3,4,2.0,1.3333333333333333
"Montbrison, France",11,5.0,2,2,5,4.0,2.5
"Mooi River, South Africa",8,5.0,4,4,2,2.5,0.5
"Høje-Taastrup, Denmark",6,5.0,1,1,5,4.5,5.0
"Höör, Sweden",7,5.0,3,3,4,2.0,1.3333333333333333
"Hunchun, China",16,5.0,3,3,4,3.5,1.3333333333333333
"Hösbach, Germany",241,5.0,2,2,14,117.0,7.0
"Kroscienko nad Dunajcem, Poland",10,5.0,5,5,6,2.0,1.2
"Chitré, Panama",128,5.0,10,10,5,155.5,0.5
"Hunt Valley, USA",21,5.0,5,5,5,3.0,1.0
"Altınova, Turkey",28,5.0,5,5,7,5.5,1.4
"Berrima, Australia",108,5.0,8,8,7,25.5,0.875
"Chexbres, Switzerland",23,5.0,3,3,2,18.0,0.6666666666666666
"Krushuna, Bulgaria",8,5.0,5,5,6,1.5,1.2
"Alphen aan den Rijn, Netherlands",46,5.0,8,10,10,5.0,1.0
"Alta Floresta, Brazil",15,5.0,3,3,5,4.0,1.6666666666666667
"Ben Tre, Vietnam",7,5.0,5,5,4,1.0,0.8
"Ingliston, United Kingdom",9,5.0,4,4,1,2.0,0.25
"Mjölby, Sweden",25,5.0,4,4,6,5.0,1.5
"Lognes, France",28,5.0,5,5,8,5.5,1.6
"Andalusia, USA",10,5.0,2,2,2,3.0,1.0
"Lavenham, United Kingdom",6,5.0,6,6,3,1.0,0.5
"Hlinsko, Czech Republic",9,5.0,5,5,4,2.0,0.8
"Industry, USA",22,5.0,4,4,1,7.5,0.25
"San Massimo - Campitello Matese , Italy",10,5.0,4,4,5,2.0,1.25
"Hobbs, USA",19,5.0,5,5,4,5.0,0.8
"Mococa, Brazil",55,5.0,6,6,4,15.0,0.6666666666666666
"Bielawa , Poland",6,5.0,4,4,4,1.0,1.0
"Hope, USA",218,5.0,3,3,8,142.5,2.6666666666666665
"Benecko, Czech Republic",8,5.0,5,5,7,1.5,1.4
"Biel - Bienne, Switzerland",44,5.0,6,6,7,13.5,1.1666666666666667
"Troutbeck, United Kingdom",164,5.0,6,6,8,199.5,1.3333333333333333
"Moe, Australia",9,5.0,3,3,4,2.0,1.3333333333333333
"San Miguel, Mexico",5,5.0,2,2,1,2.0,0.5
"Hoenderloo, Netherlands",33,5.0,6,6,6,6.0,1.0
"Scott, Canada",10,5.0,6,6,1,1.5,0.16666666666666666
"Mogarraz, Spain",102,5.0,5,5,8,35.5,1.6
"Scone, Australia",26,5.0,5,5,6,3.5,1.2
"San Nicolás del Puerto, Spain",12,5.0,2,4,5,2.5,1.25
"Colomiers, France",18,5.0,1,2,4,8.5,2.0
"Letur, Spain",8,5.0,4,4,3,2.5,0.75
"Concepción de Ataco, El Salvador",46,5.0,2,2,4,21.5,2.0
"Lavda, Greece",13,5.0,2,3,3,3.0,1.0
"Concórdia, Brazil",40,5.0,5,5,3,7.0,0.6
"Nadym, Russia",5,5.0,2,2,2,2.0,1.0
"Seget Vranjica, Croatia",30,5.0,4,6,4,24.5,0.6666666666666666
"Seget Donji, Croatia",7,5.0,5,5,5,1.0,1.0
"Seeon-Seebruck, Germany",23,5.0,3,3,6,9.0,2.0
"Seeb, Oman",9,5.0,2,3,2,3.0,0.6666666666666666
"Tsurugi, Japan",16,5.0,4,4,4,5.5,1.0
"Naaldwijk, Netherlands",18,5.0,3,3,2,3.5,0.6666666666666666
"Andoany, Madagascar",32,5.0,2,2,6,15.5,3.0
"Big Spring, USA",249,5.0,6,9,7,41.0,0.7777777777777778
"Andes, Colombia",9,5.0,2,2,3,5.0,1.5
"San Hilario Sacalm, Spain",28,5.0,6,6,3,32.5,0.5
"Mörfelden-Walldorf, Germany",13,5.0,4,4,4,4.0,1.0
"Mönichkirchen, Austria",38,5.0,2,3,2,18.5,0.6666666666666666
"Mölle, Sweden",11,5.0,5,5,4,2.0,0.8
"Sebring, USA",10,5.0,5,5,4,1.5,0.8
"San Jacinto, Ecuador",14,5.0,3,5,4,3.5,0.8
"Worthing, Barbados",22,5.0,11,11,4,30.0,0.36363636363636365
"Consdorf, Luxembourg",6,5.0,1,1,3,3.5,3.0
"Tsarevo, Bulgaria",59,5.0,4,6,7,10.0,1.1666666666666667
"Biescas, Spain",25,5.0,4,5,3,6.0,0.6
"Hiraizumi, Japan",15,5.0,3,3,6,4.0,2.0
"Condado, Puerto Rico",107,5.0,5,6,9,24.0,1.5
"Loganville, USA",12,5.0,3,3,2,3.5,0.6666666666666666
"Tropic, USA",55,5.0,6,6,7,23.0,1.1666666666666667
"Colombo, Brazil",44,5.0,8,8,3,12.5,0.375
"Schönried, Switzerland",17,5.0,2,2,3,5.0,1.5
"Bibinje, Croatia",22,5.0,4,4,4,6.5,1.0
"Moldova Nouă, Romania",40,5.0,3,3,5,16.5,1.6666666666666667
"Molfetta, Italy",11,5.0,3,3,5,3.0,1.6666666666666667
"Laem Chabang, Thailand",12,5.0,4,4,3,2.5,0.75
"Sancerre, France",12,5.0,4,5,4,19.5,0.8
"Benson, USA",26,5.0,9,10,5,2.5,0.5
"Molinos, Argentina",31,5.0,4,4,3,12.0,0.75
"Homer, USA",42,5.0,5,5,4,10.5,0.8
"Homewood, USA",54,5.0,6,6,5,295.5,0.8333333333333334
"Illetas, Spain",18,5.0,6,7,3,2.0,0.42857142857142855
"Bentivoglio, Italy",11,5.0,4,4,4,2.0,1.0
"Cody, USA",39,5.0,5,5,5,7.0,1.0
"Codlea, Romania",70,5.0,4,4,7,120.5,1.75
"Muggia, Italy",50,5.0,6,6,6,19.5,1.0
"Cocorná, Colombia",30,5.0,4,4,5,14.5,1.25
"Le Boulou, France",6,5.0,3,3,2,1.5,0.6666666666666666
"Bi.ar, Spain",8,5.0,3,3,3,2.5,1.0
"Muchamiel, Spain",20,5.0,5,5,1,3.0,0.2
"Hoog Soeren, Netherlands",15,5.0,5,5,4,3.0,0.8
"Mtunzini, South Africa",23,5.0,5,5,5,5.0,1.0
"Wolvega, Netherlands",44,5.0,4,4,4,18.5,1.0
"Coarsegold, USA",8,5.0,5,5,3,54.5,0.6
"Hopa, Turkey",66,5.0,7,7,7,10.0,1.0
"Mt Barker, Australia",31,5.0,6,6,3,9.0,0.5
"Amtzell, Germany",7,5.0,2,2,4,2.0,2.0
"Mold, United Kingdom",7,5.0,4,4,4,1.0,1.0
"Hoffman Estates, USA",39,5.0,5,5,6,6.0,1.2
"Schwaan, Germany",5,5.0,1,1,3,3.0,3.0
"Cologno Monzese, Italy",14,5.0,4,4,2,2.5,0.5
"Inanam, Malaysia",61,5.0,5,5,7,24.0,1.4
"La Junta, USA",8,5.0,2,2,5,4.5,2.5
"Mogliano Veneto, Italy",39,5.0,7,7,3,13.0,0.42857142857142855
"Altaussee, Austria",9,5.0,6,6,4,2.0,0.6666666666666666
"Muret, France",25,5.0,4,4,5,6.0,1.25
"Les Giettes, Switzerland",7,5.0,5,5,1,1.0,0.2
"Mohill, Ireland",23,5.0,4,5,4,4.0,0.8
"Anamur, Turkey",34,5.0,7,7,4,9.5,0.5714285714285714
"Collegeville, USA",12,5.0,1,2,3,5.5,1.5
"San Ramon, USA",25,5.0,3,3,5,18.0,1.6666666666666667
"Moimenta da Beira, Portugal",63,5.0,3,4,8,9.0,2.0
"Collado Mediano, Spain",68,5.0,7,7,5,13.0,0.7142857142857143
"Checheng Township, Taiwan",91,5.0,16,16,8,11.0,0.5
"San Vicente de Cañete, Peru",22,5.0,5,5,3,4.0,0.6
"Imizu, Japan",7,5.0,3,3,5,3.0,1.6666666666666667
"Mundo Novo, Brazil",31,5.0,5,5,6,6.0,1.2
"Woodland Park, USA",6,5.0,2,2,4,2.0,2.0
"San Vicente, Argentina",19,5.0,4,4,3,3.0,0.75
"San Vicente, Philippines",11,5.0,6,7,6,2.0,0.8571428571428571
"Colchester, USA",38,5.0,5,8,4,5.0,0.5
"Colares, Portugal",53,5.0,6,6,9,11.0,1.5
"Mulifanua, Samoa",61,5.0,2,2,4,19.0,2.0
"Hasbrouck Heights, USA",25,5.0,4,4,6,6.0,1.5
"Somain, France",30,5.0,3,3,7,6.0,2.3333333333333335
"Yanji, China",18,5.0,3,3,6,5.5,2.0
"Soledade, Brazil",11,5.0,5,5,2,2.0,0.4
"Capim Branco, Brazil",23,5.0,5,5,1,6.0,0.2
"Solec Kujawski, Poland",22,5.0,2,2,2,7.5,1.0
"Nové Zámky, Slovakia",50,5.0,5,5,7,11.5,1.4
"Capital, India",10,5.0,5,5,3,1.5,0.6
"Capitol Heights, USA",24,5.0,2,4,3,6.0,0.75
"Novy Enkhaluk, Russia",11,5.0,3,3,4,9.0,1.3333333333333333
"Areopoli, Greece",35,5.0,5,5,8,17.0,1.6
"Riom, France",17,5.0,3,3,4,3.0,1.3333333333333333
"Diljdjan, Armenia",12,5.0,2,4,7,2.5,1.75
"Capodimonte, Italy",26,5.0,2,2,5,10.5,2.5
"Matias Romero, Mexico",7,5.0,5,5,1,1.0,0.2
"Warlubie, Poland",7,5.0,2,2,5,28.0,2.5
"Novomikhailovskiy, Russia",59,5.0,3,4,7,24.0,1.75
"Llantrisant, United Kingdom",17,5.0,4,4,6,5.0,1.5
"Sol-Iletsk, Russia",6,5.0,2,2,2,2.0,1.0
"Matrei am Brenner, Austria",9,5.0,3,3,3,4.0,1.0
"Capracotta, Italy",16,5.0,4,4,4,3.5,1.0
"Arenas, Spain",7,5.0,2,2,4,6.0,2.0
"Sokolov, Czech Republic",13,5.0,4,5,4,2.0,0.8
"Thu Dau Mot, Vietnam",11,5.0,4,4,5,3.0,1.25
"Rishirifuji, Japan",11,5.0,3,3,4,3.0,1.3333333333333333
"Alaior, Spain",7,5.0,4,5,3,1.0,0.6
"Juárez, Mexico",9,5.0,2,3,4,2.0,1.3333333333333333
"Rio dos Cedros, Brazil",56,5.0,6,6,9,8.5,1.5
"Guanshan Township, Taiwan",10,5.0,4,4,3,2.5,0.75
"Warmond, Netherlands",14,5.0,2,2,5,4.0,2.5
"Capendu, France",34,5.0,1,1,5,17.5,5.0
"Gröbming, Austria",31,5.0,3,3,5,9.0,1.6666666666666667
"Somerton, United Kingdom",11,5.0,3,3,6,6.0,2.0
"Nyeri, Kenya",82,5.0,7,7,8,10.0,1.1428571428571428
"Kakamega, Kenya",9,5.0,3,3,6,2.0,2.0
"Nydri, Greece",44,5.0,4,4,8,13.5,2.0
"Sombrio, Brazil",7,5.0,4,4,2,2.0,0.5
"Ringebu, Norway",6,5.0,5,5,4,1.0,0.8
"Dixon, USA",6,5.0,2,2,4,2.5,2.0
"Ringgold, USA",15,5.0,3,4,5,3.0,1.25
"Guadalmar, Spain",55,5.0,5,6,3,15.0,0.5
"Massa, Italy",46,5.0,6,6,6,15.5,1.0
"Cape Elizabeth, USA",51,5.0,8,9,12,17.0,1.3333333333333333
"Nuneaton, United Kingdom",14,5.0,6,6,5,2.0,0.8333333333333334
"Wantirna, Australia",87,5.0,4,5,6,21.0,1.2
"Guamal, Colombia",39,5.0,4,5,4,8.0,0.8
"Yvré-l'Évêque, France",36,5.0,2,2,3,13.5,1.5
"Bluesy Beach, Australia",6,5.0,1,1,5,3.5,5.0
"Guamiranga, Brazil",8,5.0,2,2,2,2.5,1.0
"Barreiros, Spain",23,5.0,4,4,5,5.0,1.25
"Lauscha, Germany",18,5.0,4,4,4,3.5,1.0
"Los Cocos, Argentina",34,5.0,6,6,5,5.0,0.8333333333333334
"Noya, Spain",58,5.0,3,3,3,127.5,1.0
"Blue River, Canada",7,5.0,3,3,3,2.0,1.0
"Guasca, Colombia",8,5.0,2,2,3,2.5,1.5
"Captain Cook, USA",7,5.0,3,3,3,2.0,1.0
"Langenegg, Austria",18,5.0,4,4,4,4.5,1.0
"Gulgong, Australia",6,5.0,2,2,5,2.0,2.5
"Los Baños, Philippines",95,5.0,6,6,7,31.0,1.1666666666666667
"Gumi, South Korea",20,5.0,4,4,5,4.0,1.25
"Ticonderoga, USA",17,5.0,2,2,2,6.0,1.0
"João Pinheiro, Brazil",11,5.0,4,4,3,9.0,0.75
"SmrZovka, Czech Republic",22,5.0,2,2,5,6.0,2.5
"Upington, South Africa",23,5.0,5,5,6,6.0,1.2
"Rociana del Condado, Spain",5,5.0,1,1,3,3.0,3.0
"Bitonto, Italy",26,5.0,4,4,5,8.5,1.25
"Rock Falls, USA",41,5.0,2,2,4,17.0,2.0
"Rockanje, Netherlands",8,5.0,5,5,4,1.0,0.8
"Dewey Beach, USA",15,5.0,4,5,5,2.0,1.0
"Rockland, USA",75,5.0,2,2,5,34.0,2.5
"Smilde, Netherlands",5,5.0,1,1,4,3.0,4.0
"Kralupy nad Vltavou, Czech Republic",6,5.0,2,2,2,2.0,1.0
"North Stonington, USA",12,5.0,4,4,5,3.0,1.25
"Slovenska Bistrica, Slovenia",6,5.0,2,2,4,2.5,2.0
"Devanahalli, India",26,5.0,7,7,6,6.5,0.8571428571428571
"North Riding, South Africa",13,5.0,1,1,6,14.0,6.0
"Kramfors, Sweden",8,5.0,2,2,6,2.5,3.0
"Rodi Garganico, Italy",151,5.0,5,8,8,29.0,1.0
"Jork, Germany",51,5.0,3,3,5,13.0,1.6666666666666667
"Tijucas do Sul, Brazil",46,5.0,6,6,5,23.5,0.8333333333333334
"Unna, Germany",19,5.0,6,6,7,3.0,1.1666666666666667
"Snoqualmie, USA",84,5.0,6,6,1,64.5,0.16666666666666666
"Lenoir City, USA",5,5.0,1,1,3,3.0,3.0
"Ritten - Klobenstein, Italy",127,5.0,7,7,9,27.0,1.2857142857142858
"Judenburg, Austria",9,5.0,5,5,5,2.0,1.0
"Sogndal, Norway",12,5.0,4,4,3,3.5,0.75
"Thônes, France",7,5.0,3,3,4,3.0,1.3333333333333333
"Dieren, Netherlands",82,5.0,6,6,7,11.5,1.1666666666666667
"Urrugne, France",17,5.0,5,5,5,6.0,1.0
"Matão, Brazil",8,5.0,4,4,3,2.0,0.75
"Gueberschwihr, France",6,5.0,3,3,4,1.5,1.3333333333333333
"Mauerbach, Austria",13,5.0,3,5,3,5.0,0.6
"Maumee, USA",243,5.0,6,6,9,69.0,1.5
"Roanne, France",49,5.0,5,5,6,17.0,1.2
"Didimotixo, Greece",17,5.0,5,5,2,2.0,0.4
"Ardino, Bulgaria",41,5.0,5,7,7,9.0,1.0
"Mauterndorf, Austria",31,5.0,6,6,7,5.0,1.1666666666666667
"Lieusaint, France",40,5.0,6,6,5,7.5,0.8333333333333334
"Jumunjin, South Korea",61,5.0,3,3,7,26.0,2.3333333333333335
"Nova Andradina, Brazil",14,5.0,4,4,3,3.0,0.75
"Ardahan, Turkey",24,5.0,3,3,3,9.5,1.0
"Nouakchott, Mauritania",16,5.0,4,5,5,3.5,1.0
"Arcueil, France",20,5.0,4,4,5,4.0,1.25
"Urbana, USA",41,5.0,4,6,4,14.0,0.6666666666666666
"Noszvaj, Hungary",64,5.0,7,7,10,20.5,1.4285714285714286
"Warstein, Germany",30,5.0,5,5,4,26.5,0.8
"Northfield, USA",62,5.0,3,3,5,15.0,1.6666666666666667
"Diamante, Italy",27,5.0,3,3,7,9.0,2.3333333333333335
"Nykøbing Falster, Denmark",8,5.0,5,5,5,1.0,1.0
