index,user_id,pos_item_id,list_reference_item,item_id,impressions
5883,2003,12,"[0, 0, 0, 0, 0]",634,"[659, 111, 709, 738, 454, 223, 0, 739, 0, 710, 5, 487, 634, 334, 667, 281, 0, 0, 553, 0, 0, 0, 0, 0, 754]"
5885,744,0,"[0, 0, 0, 0, 0]",286,"[286, 464, 304, 20, 321, 614, 431, 121, 385, 33, 380, 379, 448, 450, 497, 502, 102, 278, 306, 389, 119, 320, 246, 447, 550]"
5886,3426,1,"[0, 0, 0, 0, 0]",55,"[289, 55, 42, 89, 66, 501, 121, 254, 143, 429, 456, 35, 123, 18, 426, 376, 27, 508, 135, 379, 19, 493, 25, 385, 36]"
5887,2763,0,"[0, 0, 0, 0, 0]",360,"[360, 272, 717, 29, 334, 203, 472, 81, 443, 162, 254, 581, 0, 631, 26, 232, 0, 453, 0, 544, 729, 0, 328, 541, 525]"
5888,436,10,"[132, 160, 56, 0, 0]",543,"[133, 0, 132, 601, 537, 622, 131, 157, 606, 0, 543, 273, 445, 0, 56, 139, 569, 701, 118, 0, 105, 322, 477, 0]"
5889,744,0,"[286, 0, 0, 0, 0]",614,"[614, 20, 321, 502, 286, 431, 25, 121, 385, 33, 380, 464, 379, 497, 102, 304, 278, 306, 53, 389, 119, 483, 54, 206, 320]"
5890,2344,8,"[0, 0, 0, 0, 0]",429,"[55, 254, 66, 385, 426, 110, 576, 179, 429, 473, 587, 389, 36, 91, 44, 33, 496, 23, 520, 676, 62, 18, 123, 60, 46]"
5891,436,11,"[132, 160, 56, 543, 0]",273,"[133, 0, 132, 601, 537, 622, 131, 157, 606, 0, 543, 273, 445, 0, 56, 139, 569, 701, 118, 0, 105, 322, 477, 0]"
5892,744,0,"[286, 614, 0, 0, 0]",279,"[279, 20, 389, 497, 304, 36, 121, 501, 297, 431, 25, 385, 19, 33, 380, 66, 379, 44, 773, 496, 39, 523, 456, 494, 17]"
5893,1915,0,"[0, 0, 0, 0, 0]",245,"[245, 254, 493, 91, 576, 496, 753, 754, 89, 121, 289, 429, 380, 501, 42, 187, 379, 385, 143, 456, 123, 41, 32, 773, 428]"
5894,2344,23,"[429, 0, 0, 0, 0]",60,"[55, 254, 66, 385, 426, 110, 576, 179, 429, 473, 587, 389, 36, 91, 44, 33, 496, 23, 520, 676, 62, 18, 123, 60, 46]"
5895,2763,10,"[360, 0, 0, 0, 0]",254,"[360, 272, 717, 29, 334, 203, 472, 81, 443, 162, 254, 581, 0, 631, 26, 232, 0, 453, 0, 544, 729, 0, 328, 541, 525]"
5896,744,0,"[286, 614, 279, 0, 0]",279,"[279, 20, 389, 497, 304, 36, 121, 501, 297, 431, 25, 385, 19, 33, 380, 66, 379, 44, 773, 496, 39, 523, 456, 494, 17]"
5900,1382,0,"[64, 289, 64, 75, 494]",75,"[75, 377, 379, 753, 773, 23, 456, 88, 33, 25, 42, 55, 64, 89, 121, 289, 426, 429, 254, 376, 501, 65, 123, 143, 66]"
5901,677,4,"[0, 0, 0, 0, 0]",481,"[376, 38, 233, 563, 481, 627, 592, 306, 462, 0, 0, 307, 441, 0, 243, 393, 532, 390, 599, 465, 143, 519, 509, 137, 0]"
5902,436,1,"[132, 160, 56, 543, 273]",576,"[89, 576, 123, 587, 163, 777, 427, 493, 75, 70, 140, 523, 58, 542, 15, 91, 527, 116, 23, 112, 62, 18, 301, 676, 222]"
5903,1536,0,"[58, 0, 0, 0, 0]",58,"[58, 576, 493, 123, 128, 143, 405, 23, 89, 496, 0, 75, 456, 18, 88, 46, 377, 41, 587, 427, 163, 661, 383, 524, 62]"
5905,436,15,"[132, 160, 56, 543, 273]",239,"[132, 157, 56, 139, 160, 118, 105, 154, 499, 714, 260, 100, 199, 208, 528, 239, 724, 0, 128, 168, 726, 180, 0, 188, 190]"
5907,677,15,"[481, 0, 0, 0, 0]",393,"[376, 38, 233, 563, 481, 627, 592, 306, 462, 0, 0, 307, 441, 0, 243, 393, 532, 390, 599, 465, 0, 143, 519, 509, 137]"
5908,3169,10,"[0, 0, 0, 0, 0]",119,"[385, 379, 179, 389, 530, 294, 121, 497, 431, 20, 119, 279, 380, 27, 635, 297, 447, 508, 303, 304, 450, 464, 473, 434, 286]"
5909,1382,0,"[64, 289, 64, 75, 494]",773,"[773, 456, 88, 64, 426, 376, 25, 65, 33, 254, 429, 121, 123, 380, 496, 576, 19, 508, 53, 179, 473, 371, 60, 35, 301]"
5910,3169,14,"[119, 0, 0, 0, 0]",635,"[385, 379, 179, 389, 530, 294, 121, 497, 431, 20, 119, 279, 380, 27, 635, 297, 447, 508, 303, 304, 450, 464, 473, 434, 286]"
5911,2018,0,"[0, 0, 0, 0, 0]",289,"[289, 55, 254, 66, 501, 143, 429, 89, 121, 426, 379, 91, 23, 18, 385, 123, 380, 576, 493, 41, 676, 428, 44, 456, 25]"
5912,2240,3,"[0, 0, 0, 0, 0]",376,"[380, 89, 379, 376, 123, 456, 102, 523, 587, 35, 371, 40, 222, 120, 661, 297, 483, 756, 464, 107, 484, 502, 70, 321, 137]"
5913,3124,8,"[0, 0, 0, 0, 0]",456,"[91, 35, 254, 89, 123, 44, 676, 501, 456, 23, 576, 18, 496, 523, 222, 493, 88, 143, 46, 41, 36, 55, 426, 383, 732]"
5914,436,9,"[132, 160, 56, 543, 273]",714,"[132, 157, 56, 139, 160, 118, 105, 154, 499, 714, 260, 100, 199, 208, 528, 239, 724, 0, 128, 168, 726, 180, 0, 188, 190]"
5915,1876,8,"[0, 0, 0, 0, 0]",376,"[254, 121, 429, 380, 379, 89, 66, 39, 376, 35, 456, 497, 428, 123, 474, 371, 524, 587, 523, 40, 501, 102, 120, 222, 53]"
5916,21,0,"[0, 0, 0, 0, 0]",121,"[121, 379, 27, 102, 530, 385, 389, 501, 508, 44, 66, 426, 429, 257, 680, 435, 473, 53, 108, 520, 297, 433, 110, 143, 35]"
5918,3369,0,"[0, 0, 0, 0, 0]",90,"[90, 773, 753, 32, 31, 36, 75, 18, 43, 66, 121, 374, 379, 23, 91, 41, 46, 57, 19, 380, 80, 192, 62, 64, 84]"
5919,1677,4,"[0, 0, 0, 0, 0]",254,"[64, 376, 19, 426, 254, 429, 89, 143, 121, 33, 456, 152, 88, 576, 55, 36, 385, 44, 371, 23, 123, 110, 389, 587, 494]"
5920,1677,4,"[254, 0, 0, 0, 0]",254,"[64, 376, 19, 426, 254, 429, 89, 143, 121, 33, 456, 152, 88, 576, 55, 36, 385, 44, 371, 23, 123, 110, 389, 587, 494]"
5921,1725,14,"[0, 0, 0, 0, 0]",86,"[172, 753, 328, 659, 443, 583, 111, 223, 32, 739, 428, 369, 0, 453, 86, 642, 454, 26, 0, 773, 156, 227, 115, 0, 0]"
5922,2659,0,"[0, 0, 0, 0, 0]",29,"[29, 254, 754, 91, 55, 66, 121, 289, 426, 429, 257, 680, 775, 379, 44, 43, 45, 501, 25, 64, 473, 27, 245, 53, 108]"
5923,1131,0,"[0, 0, 0, 0, 0]",753,"[753, 18, 88, 57, 46, 62, 82, 610, 773, 736, 17, 91, 77, 630, 101, 313, 717, 424, 0, 586, 443, 0, 0, 0]"
5924,1677,6,"[254, 254, 0, 0, 0]",123,"[55, 89, 501, 429, 426, 143, 123, 121, 33, 376, 379, 520, 380, 456, 661, 120, 289, 163, 496, 53, 301, 35, 587, 371, 91]"
5925,3041,10,"[0, 0, 0, 0, 0]",383,"[47, 19, 754, 773, 84, 45, 254, 753, 32, 66, 383, 153, 77, 31, 108, 428, 39, 494, 42, 82, 437, 517, 501, 0, 13]"
5926,436,1,"[132, 160, 56, 543, 273]",576,"[254, 576, 91, 587, 754, 112, 126, 475, 510, 128, 175, 137, 15, 58, 81, 189, 37, 714, 141, 80, 206, 84, 252, 726, 208]"
5927,2244,1,"[0, 0, 0, 0, 0]",254,"[42, 254, 501, 289, 66, 32, 55, 520, 753, 732, 39, 428, 773, 517, 19, 494, 245, 44, 45, 25, 90, 31, 496, 383, 46]"
5928,2344,15,"[429, 60, 0, 0, 0]",108,"[494, 53, 379, 502, 102, 27, 501, 376, 35, 39, 523, 564, 31, 493, 508, 108, 775, 163, 32, 17, 483, 377, 222, 542, 424]"
5929,2066,22,"[0, 0, 0, 0, 0]",483,"[32, 88, 18, 128, 121, 379, 36, 530, 25, 773, 179, 66, 42, 39, 772, 19, 510, 34, 192, 40, 108, 153, 483, 676, 46]"
5931,3095,0,"[0, 0, 0, 0, 0]",508,"[508, 121, 380, 385, 379, 496, 27, 389, 297, 102, 530, 55, 66, 289, 429, 254, 435, 143, 89, 501, 426, 18, 91, 123, 54]"
5932,2561,1,"[0, 0, 0, 0, 0]",168,"[154, 168, 493, 576, 89, 143, 456, 496, 484, 123, 661, 371, 587, 128, 175, 88, 222, 0, 75, 208, 524, 523, 542, 163, 120]"
5933,1854,24,"[0, 0, 0, 0, 0]",187,"[45, 508, 753, 427, 98, 82, 57, 509, 87, 297, 447, 61, 772, 114, 278, 233, 450, 80, 58, 32, 284, 138, 294, 126, 187]"
5934,1163,0,"[0, 0, 0, 0, 0]",102,"[102, 126, 380, 278, 121, 20, 27, 447, 431, 110, 25, 66, 289, 429, 33, 389, 426, 60, 379, 385, 297, 53, 13, 433, 357]"
5935,1854,3,"[187, 0, 0, 0, 0]",116,"[754, 288, 406, 116, 424, 0, 527, 78, 525, 375, 383, 44, 290, 168, 0, 777, 84, 16, 38, 77, 587, 303, 186, 100, 735]"
5938,2435,7,"[0, 0, 0, 0, 0]",84,"[753, 32, 773, 19, 46, 43, 91, 84, 437, 31, 45, 57, 77, 41, 383, 82, 254, 517, 775, 81, 29, 23, 22, 66, 754]"
5941,1800,0,"[0, 0, 0, 0, 0]",510,"[510, 576, 143, 405, 123, 128, 112, 80, 89, 121, 426, 429, 376, 186, 456, 120, 33, 661, 587, 0, 163, 289, 520, 46, 301]"
5942,1649,0,"[0, 0, 0, 0, 0]",175,"[175, 112, 0, 143, 123, 89, 661, 120, 371, 163, 587, 128, 40, 542, 456, 576, 524, 405, 756, 0, 301, 523, 186, 510, 80]"
5943,2240,11,"[376, 0, 0, 0, 0]",40,"[380, 89, 379, 376, 123, 456, 102, 523, 587, 35, 371, 40, 222, 120, 661, 297, 483, 756, 464, 107, 484, 502, 70, 321, 137]"
5944,424,13,"[286, 222, 0, 0, 0]",222,"[493, 467, 123, 254, 576, 110, 121, 587, 456, 35, 756, 376, 126, 222, 473, 353, 523, 496, 425, 58, 542, 175, 143, 137, 306]"
5946,1231,0,"[0, 0, 0, 0, 0]",376,"[376, 306, 576, 89, 307, 233, 465, 91, 123, 143, 170, 496, 23, 18, 481, 587, 163, 62, 46, 36, 35, 112, 0, 75, 777]"
5947,1231,0,"[376, 0, 0, 0, 0]",376,"[376, 306, 576, 89, 307, 233, 465, 91, 123, 143, 170, 496, 23, 18, 481, 587, 163, 62, 46, 36, 35, 112, 0, 75, 777]"
5948,3286,16,"[0, 0, 0, 0, 0]",513,"[474, 450, 286, 448, 385, 304, 464, 297, 497, 20, 279, 119, 483, 614, 379, 284, 513, 321, 303, 241, 294, 179, 530, 389, 121]"
5949,1312,0,"[0, 0, 0, 0, 0]",307,"[307, 376, 306, 576, 493, 773, 32, 426, 751, 494, 520, 732, 120, 137, 465, 222, 429, 89, 17, 517, 107, 123, 542, 357, 42]"
5950,3286,16,"[513, 0, 0, 0, 0]",513,"[474, 450, 286, 448, 385, 304, 464, 297, 497, 20, 279, 119, 483, 614, 379, 284, 513, 321, 303, 241, 294, 179, 530, 389, 121]"
5951,1649,0,"[175, 0, 0, 0, 0]",754,"[754, 501, 55, 44, 36, 753, 25, 62, 19, 425, 428, 676, 426, 289, 429, 16, 91, 732, 46, 32, 496, 424, 60, 383, 53]"
5952,1231,0,"[376, 376, 0, 0, 0]",376,"[376, 306, 89, 576, 307, 465, 55, 66, 91, 676, 143, 254, 123, 426, 233, 18, 481, 520, 429, 62, 46, 496, 36, 23, 32]"
5953,424,0,"[286, 222, 222, 0, 0]",493,"[493, 467, 123, 254, 576, 110, 121, 587, 456, 35, 756, 376, 126, 222, 473, 353, 523, 496, 425, 58, 542, 175, 143, 137, 306]"
5954,1649,16,"[175, 754, 0, 0, 0]",91,"[754, 501, 55, 44, 36, 753, 25, 62, 19, 425, 428, 676, 426, 289, 429, 16, 91, 732, 46, 32, 496, 424, 60, 383, 53]"
5955,1219,2,"[0, 0, 0, 0, 0]",400,"[360, 0, 400, 0, 0, 631, 0, 0, 739, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5956,1649,21,"[175, 754, 91, 0, 0]",424,"[754, 501, 55, 44, 36, 753, 25, 62, 19, 425, 428, 676, 426, 289, 429, 16, 91, 732, 46, 32, 496, 424, 60, 383, 53]"
5957,2224,0,"[0, 0, 0, 0, 0]",225,"[225, 439, 572, 690, 211, 158, 0, 376, 390, 441, 0, 0, 233, 0, 38, 0, 120, 171, 756, 0, 143, 491, 661, 371, 40]"
5958,288,16,"[291, 0, 0, 0, 0]",291,"[286, 304, 464, 483, 513, 450, 497, 448, 20, 284, 321, 385, 614, 255, 474, 119, 291, 279, 297, 379, 600, 303, 294, 311, 530]"
5959,288,16,"[291, 0, 0, 0, 0]",291,"[286, 304, 464, 483, 513, 450, 497, 448, 20, 284, 321, 385, 614, 255, 474, 119, 291, 279, 297, 379, 600, 303, 294, 311, 530]"
5961,1959,1,"[0, 0, 0, 0, 0]",530,"[508, 530, 121, 380, 389, 425, 564, 110, 371, 456, 497, 501, 43, 426, 20, 321, 502, 119, 53, 753, 385, 17, 286, 57, 98]"
5963,350,1,"[467, 210, 0, 0, 0]",210,"[254, 210, 564, 191, 772, 754, 22, 320, 84, 651, 493, 43, 245, 168, 389, 91, 448, 390, 211, 431, 509, 123, 143, 187, 497]"
5964,1953,2,"[0, 0, 0, 0, 0]",502,"[435, 564, 502, 215, 320, 422, 423, 246, 0, 242, 396, 483, 337, 0, 148, 249, 193, 276, 104, 0, 385, 321, 497, 286, 304]"
5965,516,4,"[0, 0, 0, 0, 0]",118,"[307, 168, 391, 132, 118, 154, 131, 260, 157, 543, 46, 43, 496, 18, 44, 456, 98, 57, 187, 109, 383, 28, 30, 17, 772]"
5966,516,5,"[118, 0, 0, 0, 0]",154,"[307, 168, 391, 132, 118, 154, 131, 260, 157, 543, 46, 43, 496, 18, 44, 456, 98, 57, 187, 109, 383, 28, 30, 17, 772]"
5967,335,10,"[0, 0, 0, 0, 0]",27,"[64, 426, 55, 389, 25, 456, 254, 501, 494, 121, 27, 429, 42, 371, 425, 89, 614, 588, 66, 129, 294, 385, 252, 187, 379]"
5968,1608,7,"[0, 0, 0, 0, 0]",380,"[379, 389, 530, 121, 431, 497, 294, 380, 27, 279, 297, 635, 119, 474, 303, 508, 483, 447, 284, 464, 448, 450, 434, 534, 614]"
5969,1608,0,"[380, 0, 0, 0, 0]",379,"[379, 385, 389, 530, 179, 121, 431, 27, 294, 497, 380, 279, 119, 474, 297, 635, 303, 20, 483, 284, 447, 508, 110, 286, 321]"
5970,1131,2,"[753, 0, 0, 0, 0]",88,"[753, 18, 88, 57, 46, 62, 82, 610, 773, 736, 17, 91, 77, 630, 101, 313, 717, 424, 0, 586, 443, 0, 0, 0]"
5971,350,1,"[467, 210, 210, 0, 0]",210,"[254, 210, 564, 191, 772, 754, 22, 320, 84, 651, 493, 43, 245, 168, 389, 91, 448, 390, 211, 431, 509, 123, 143, 187, 497]"
5973,424,4,"[286, 222, 222, 493, 465]",465,"[123, 286, 321, 496, 465, 35, 91, 20, 542, 425, 564, 215, 19, 464, 43, 98, 371, 301, 588, 89, 686, 88, 186, 70, 121]"
5974,1215,0,"[0, 0, 0, 0, 0]",254,"[254, 43, 753, 45, 22, 84, 754, 39, 501, 44, 732, 32, 773, 46, 109, 42, 65, 59, 16, 525, 133, 398, 19, 29, 736]"
5975,335,18,"[27, 0, 0, 0, 0]",102,"[483, 433, 47, 245, 45, 20, 736, 29, 30, 497, 754, 126, 564, 54, 17, 40, 128, 137, 102, 34, 756, 475, 306, 425, 517]"
5976,791,0,"[0, 0, 0, 0, 0]",111,"[111, 753, 254, 84, 32, 33, 42, 64, 66, 75, 135, 389, 17, 530, 16, 427, 25, 385, 501, 88, 424, 371, 56, 123, 405]"
5977,600,6,"[0, 0, 0, 0, 0]",467,"[355, 131, 353, 133, 132, 149, 467, 178, 154, 743, 445, 118, 724, 157, 322, 260, 386, 168, 528, 100, 769, 208, 728, 273, 139]"
5978,1799,0,"[0, 0, 0, 0, 0]",501,"[501, 773, 55, 53, 254, 753, 66, 153, 32, 108, 45, 84, 0, 39, 25, 42, 29, 86, 81, 34, 16, 732, 0, 0, 59]"
5979,781,1,"[0, 0, 0, 0, 0]",108,"[54, 108, 53, 0, 0, 25, 507, 433, 721, 60, 375, 51, 426, 50, 365, 421, 0, 494, 31, 32, 155, 33, 399, 429, 84]"
5980,1221,1,"[0, 0, 0, 0, 0]",31,"[542, 31, 222, 47, 493, 89, 564, 33, 772, 465, 29, 128, 278, 375, 91, 123, 496, 34, 732, 57, 254, 14, 22, 424, 760]"
5981,1305,0,"[0, 0, 0, 0, 0]",447,"[447, 35, 66, 429, 501, 89, 40, 523, 661, 756, 371, 519, 120, 633, 137, 279, 474, 647, 464, 306, 123, 502, 448, 307]"
5982,1759,0,"[0, 0, 0, 0, 0]",497,"[497, 753, 494, 42, 18, 36, 467, 576, 297, 66, 564, 493, 89, 385, 25, 91, 22, 43, 215, 371, 47, 380, 676, 175, 279]"
5983,1131,2,"[753, 88, 0, 0, 0]",88,"[753, 18, 88, 57, 46, 62, 82, 610, 773, 736, 17, 91, 77, 630, 101, 313, 717, 424, 0, 586, 443, 0, 0, 0]"
5984,516,6,"[118, 154, 0, 0, 0]",131,"[307, 168, 391, 132, 118, 154, 131, 260, 157, 543, 46, 43, 496, 18, 44, 456, 98, 57, 187, 109, 383, 28, 30, 17, 772]"
5985,77,2,"[0, 0, 0, 0, 0]",89,"[254, 429, 89, 66, 143, 426, 385, 33, 121, 36, 576, 18, 44, 456, 379, 496, 123, 110, 179, 676, 389, 587, 494, 23, 301]"
5986,516,9,"[118, 154, 131, 0, 0]",543,"[307, 168, 391, 132, 118, 154, 131, 260, 157, 543, 46, 43, 496, 18, 44, 456, 98, 57, 187, 109, 383, 28, 30, 17, 772]"
5988,1131,2,"[753, 88, 88, 0, 0]",88,"[753, 18, 88, 57, 46, 62, 82, 610, 773, 736, 17, 91, 77, 630, 101, 313, 717, 424, 0, 586, 443, 0, 0, 0]"
5989,516,1,"[118, 154, 131, 543, 0]",168,"[307, 168, 391, 132, 118, 154, 131, 260, 157, 543, 46, 43, 496, 18, 44, 456, 98, 57, 187, 109, 383, 28, 30, 17, 772]"
5990,516,7,"[118, 154, 131, 543, 168]",260,"[307, 168, 391, 132, 118, 154, 131, 260, 157, 543, 46, 43, 496, 18, 44, 456, 98, 57, 187, 109, 383, 28, 30, 17, 772]"
5991,516,8,"[118, 154, 131, 543, 168]",157,"[307, 168, 391, 132, 118, 154, 131, 260, 157, 543, 46, 43, 496, 18, 44, 456, 98, 57, 187, 109, 383, 28, 30, 17, 772]"
5992,683,4,"[0, 0, 0, 0, 0]",39,"[271, 16, 18, 19, 39, 45, 254, 379, 42, 36, 501, 424, 33, 47, 54, 46, 754, 487, 128, 89, 542, 405, 32, 661, 456]"
5993,791,0,"[111, 0, 0, 0, 0]",676,"[676, 753, 501, 17, 31, 32, 33, 42, 64, 66, 75, 135, 254, 389, 84, 530, 16, 427, 25, 88, 44, 424, 371, 56, 123]"
5994,747,0,"[0, 0, 0, 0, 0]",102,"[102, 121, 380, 110, 278, 431, 32, 36, 43, 128, 192, 374, 379, 91, 20, 64, 57, 497, 123, 80, 34, 773, 46, 77, 108]"
5995,781,0,"[108, 0, 0, 0, 0]",156,"[156, 0, 251, 414, 161, 84, 63, 754, 0, 0, 329, 0, 254, 245, 26, 365, 47, 468, 375, 443, 0, 0, 0, 0, 21]"
5996,791,0,"[111, 676, 0, 0, 0]",676,"[676, 753, 501, 17, 31, 32, 33, 42, 64, 66, 75, 135, 254, 389, 84, 530, 16, 427, 25, 88, 44, 424, 371, 56, 123]"
5998,791,0,"[111, 676, 676, 0, 0]",676,"[676, 753, 501, 17, 31, 32, 33, 42, 64, 66, 75, 135, 254, 389, 84, 530, 16, 427, 25, 88, 44, 424, 371, 56, 123]"
5999,1829,5,"[734, 0, 0, 0, 0]",734,"[426, 33, 25, 433, 32, 734, 773, 428, 383, 59, 425, 82, 90, 42, 65, 86]"
6002,781,0,"[108, 156, 0, 0, 0]",56,"[56, 273, 322, 131, 743, 168, 154, 132, 726, 118, 260, 386, 100, 387, 651, 190, 735, 0, 92, 149, 362, 513, 128, 208, 157]"
6003,336,1,"[0, 0, 0, 0, 0]",332,"[659, 332, 739, 453, 115, 487, 0, 589, 0, 525, 106, 430, 0, 8, 360, 0, 559, 0, 59, 217, 0, 0, 299, 591, 0]"
6004,1131,2,"[753, 88, 88, 88, 0]",88,"[753, 18, 88, 57, 46, 62, 82, 610, 773, 736, 17, 91, 77, 630, 101, 313, 717, 424, 0, 586, 443, 0, 0, 0]"
6005,516,0,"[118, 154, 131, 543, 168]",100,"[100, 728, 118, 168, 307, 303, 528, 208, 391, 722, 132, 724, 131, 149, 0, 157, 260, 386, 216, 543]"
6006,516,1,"[118, 154, 131, 543, 168]",728,"[100, 728, 118, 168, 307, 303, 528, 208, 391, 722, 132, 724, 131, 149, 0, 157, 260, 386, 216, 543]"
6007,516,4,"[118, 154, 131, 543, 168]",307,"[100, 728, 118, 168, 307, 303, 528, 208, 391, 722, 132, 724, 131, 149, 0, 157, 260, 386, 216, 543]"
6008,791,0,"[111, 676, 676, 676, 0]",676,"[676, 753, 501, 17, 31, 32, 33, 42, 64, 66, 75, 135, 254, 389, 84, 530, 16, 427, 25, 88, 44, 424, 371, 56, 123]"
6009,1192,8,"[0, 0, 0, 0, 0]",83,"[80, 46, 307, 87, 62, 123, 271, 278, 83, 224, 772, 588, 52, 375, 129, 85, 102, 0, 590, 84, 383, 19, 45, 61, 140]"
6010,2451,19,"[0, 0, 0, 0, 0]",380,"[278, 0, 662, 304, 483, 0, 448, 321, 242, 126, 474, 215, 0, 0, 657, 284, 20, 110, 673, 380, 389, 611, 434, 320, 467]"
6011,1192,19,"[83, 0, 0, 0, 0]",84,"[80, 46, 307, 87, 62, 123, 271, 278, 83, 224, 772, 588, 52, 375, 129, 85, 102, 0, 590, 84, 383, 19, 45, 61, 140]"
6012,1131,4,"[753, 88, 88, 88, 88]",46,"[753, 18, 88, 57, 46, 62, 82, 610, 773, 736, 17, 91, 77, 630, 101, 313, 717, 424, 0, 586, 443, 0, 0, 0]"
6013,1192,19,"[83, 84, 0, 0, 0]",84,"[80, 46, 307, 87, 62, 123, 271, 278, 83, 224, 772, 588, 52, 375, 129, 85, 102, 0, 590, 84, 383, 19, 45, 61, 140]"
6014,1231,0,"[376, 376, 376, 0, 0]",376,"[376, 306, 89, 576, 307, 245, 55, 66, 91, 426, 429, 143, 254, 465, 233, 676, 123, 33, 481, 18, 25, 44, 62, 46, 496]"
6015,1382,0,"[0, 0, 0, 0, 0]",773,"[773, 753, 501, 426, 456, 508, 371, 425, 297, 110, 17, 82, 252, 530, 729, 43, 294, 122, 57, 26, 29, 383, 233, 60, 98]"
6016,1275,3,"[0, 0, 0, 0, 0]",493,"[91, 254, 110, 493, 424, 435, 133, 496, 222, 126, 306, 46, 523, 29, 35, 59, 497, 137, 473, 286, 45, 676, 44, 494, 389]"
6017,1192,20,"[83, 84, 84, 0, 0]",383,"[80, 46, 307, 87, 62, 123, 271, 278, 83, 224, 772, 588, 52, 375, 129, 85, 102, 0, 590, 84, 383, 19, 45, 61, 140]"
6018,1275,7,"[493, 0, 0, 0, 0]",496,"[91, 254, 110, 493, 424, 435, 133, 496, 222, 126, 306, 46, 523, 29, 35, 59, 497, 137, 473, 286, 45, 676, 44, 494, 389]"
6020,1327,0,"[0, 0, 0, 0, 0]",379,"[379, 389, 121, 385, 380, 179, 530, 192, 450, 497, 27, 426, 126, 297, 122, 110, 683, 420, 152, 248, 298, 0, 447, 0, 278]"
6021,1382,0,"[773, 0, 0, 0, 0]",753,"[753, 425, 501, 729, 82, 426, 43, 456, 26, 17, 29, 383, 57, 520, 98, 60, 217, 754, 773, 84, 371, 254, 45, 39, 428]"
6022,764,0,"[0, 0, 0, 0, 0]",508,"[508, 121, 380, 385, 297, 379, 389, 27, 530, 102, 33, 55, 66, 289, 429, 501, 39, 35, 41, 426, 773, 88, 110, 44, 428]"
6023,1231,0,"[376, 376, 376, 376, 0]",376,"[376, 306, 89, 576, 307, 245, 465, 33, 66, 91, 143, 254, 123, 233, 481, 676, 18, 25, 44, 62, 46, 496, 36, 23, 32]"
6024,1275,10,"[493, 496, 496, 0, 0]",571,"[385, 179, 530, 379, 389, 294, 20, 431, 119, 534, 571, 624, 546, 0, 574]"
6025,232,19,"[0, 0, 0, 0, 0]",46,"[753, 47, 133, 254, 18, 43, 732, 83, 773, 425, 772, 91, 156, 19, 659, 501, 236, 717, 437, 46, 245, 358, 739, 313, 515]"
6026,1231,0,"[376, 376, 376, 376, 376]",376,"[376, 306, 89, 576, 307, 245, 465, 66, 91, 123, 143, 254, 33, 233, 481, 676, 18, 25, 44, 62, 46, 496, 36, 23, 32]"
6027,1382,0,"[773, 753, 0, 0, 0]",135,"[135, 456, 753, 426, 371, 501, 508, 425, 110, 82, 252, 32, 530, 729, 43, 294, 122, 57, 17, 36, 26, 29, 383, 33, 233]"
6028,232,13,"[46, 0, 0, 0, 0]",19,"[753, 47, 133, 254, 18, 43, 732, 83, 773, 425, 772, 91, 156, 19, 659, 501, 236, 717, 437, 46, 245, 358, 739, 313, 515]"
6029,3154,0,"[0, 0, 0, 0, 0]",389,"[389, 379, 121, 179, 385, 297, 530, 497, 33, 44, 88, 429, 152, 254, 435, 576, 55, 126, 36, 456, 110, 676, 23, 46, 494]"
6030,232,9,"[46, 19, 0, 0, 0]",425,"[753, 47, 133, 254, 18, 43, 732, 83, 773, 425, 772, 91, 156, 19, 659, 501, 236, 717, 437, 46, 245, 358, 739, 313, 515]"
6031,917,6,"[0, 0, 0, 0, 0]",583,"[753, 773, 59, 0, 0, 459, 583, 96, 343, 313, 0, 0, 328, 0, 341, 115, 487, 217, 50, 201, 223, 0, 360, 0]"
6032,1131,6,"[753, 88, 88, 88, 88]",82,"[753, 18, 88, 57, 46, 62, 82, 610, 773, 736, 17, 91, 77, 630, 101, 313, 717, 424, 0, 586, 443, 0, 0, 0]"
6033,516,3,"[118, 154, 131, 543, 168]",149,"[168, 132, 131, 149, 216, 543, 46, 43, 496, 57, 98, 18, 44, 187, 456, 109, 377, 17, 383, 30, 28, 772, 82, 29, 222]"
6034,516,4,"[118, 154, 131, 543, 168]",216,"[168, 132, 131, 149, 216, 543, 46, 43, 496, 57, 98, 18, 44, 187, 456, 109, 377, 17, 383, 30, 28, 772, 82, 29, 222]"
6035,823,3,"[0, 0, 0, 0, 0]",254,"[55, 42, 501, 254, 429, 121, 89, 123, 380, 496, 66, 35, 379, 456, 18, 143, 385, 493, 376, 473, 426, 179, 120, 753, 110]"
6036,232,21,"[46, 19, 425, 0, 0]",254,"[467, 353, 297, 576, 133, 753, 210, 47, 465, 18, 286, 128, 58, 123, 464, 728, 255, 772, 89, 168, 154, 254, 0, 43, 100]"
6037,8,6,"[0, 0, 0, 0, 0]",88,"[41, 91, 254, 18, 57, 23, 88, 46, 772, 185, 30, 25, 33, 42, 55, 66, 429, 39, 135, 36, 35, 44, 676, 753, 732]"
6038,232,5,"[46, 19, 425, 254, 0]",753,"[467, 353, 297, 576, 133, 753, 210, 47, 465, 18, 286, 128, 58, 123, 464, 728, 255, 772, 89, 168, 154, 254, 0, 43, 100]"
