item_id,properties
3849714,Air Conditioning|Cable TV|Openable Windows|Television|Shower|Fan|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Desk|Electric Kettle|Microwave|WiFi (Public Areas)
7356918,Hotel
1142243,Laundry Service|Deck Chairs|WiFi (Public Areas)|Swimming Pool (Outdoor)|Beach|Good Rating|Fan|Computer with Internet|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Sun Umbrellas|Hotel Bar|Pool Table|Satisfactory Rating|Hostel|Free WiFi (Combined)|Bike Rental|Free WiFi (Rooms)|Terrace (Hotel)|Airport Shuttle|Car Park|Openable Windows
7114332,House / Apartment
9248680,House / Apartment
925259,Deck Chairs|Family Friendly|3 Star|Laundry Service|Conference Rooms|Sauna|WiFi (Public Areas)|Swimming Pool (Outdoor)|Desk|Business Centre|Senior Travellers|Gay-friendly|From 2 Stars|Gym|Hairdryer|Health Retreat|Beach|From 3 Stars|Convention Hotel|Good Rating|Honeymoon|Large Groups|Surfing|Car Park|Singles|Openable Windows|Sailing|Restaurant|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Towels|Television|Business Hotel|Shower|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Pool Table|Satisfactory Rating|Free WiFi (Combined)|Bike Rental|Non-Smoking Rooms|Safe (Rooms)|Fitness
5999048,Beach|Luxury Hotel|Guest House
6419918,Hotel
3202347,3 Star|Sitting Area (Rooms)|Radio|WiFi (Public Areas)|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Adults Only|Satisfactory Rating|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Honeymoon|Singles|From 2 Stars|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Sauna|Free WiFi (Combined)|Free WiFi (Rooms)|Hairdryer|Beach|From 3 Stars|Good Rating|Car Park|Openable Windows
5411680,Bed & Breakfast|Beach
8382754,House / Apartment
1887617,From 2 Stars|Sitting Area (Rooms)|Laundry Service|Business Centre|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|WiFi (Public Areas)|Wheelchair Accessible|Air Conditioning|Cable TV|Satisfactory Rating|Conference Rooms|Family Friendly|Room Service (24/7)|3 Star|Desk|Accessible Hotel|Porter|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Cot|Gym|Accessible Parking|From 3 Stars|Good Rating|Honeymoon|Singles|Computer with Internet|Room Service|Luxury Hotel|Theme Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Airport Shuttle|Restaurant|Car Park|Openable Windows
4025854,Sitting Area (Rooms)|WiFi (Public Areas)|Air Conditioning|Cable TV|Electric Kettle|Ironing Board|Free WiFi (Combined)|House / Apartment|Desk|Self Catering|Free WiFi (Rooms)|Microwave|Flatscreen TV|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Room Service|Towels|Television|Shower|Openable Windows
4652500,Sitting Area (Rooms)|Laundry Service|Balcony|WiFi (Public Areas)|Air Conditioning|Bathtub|Satisfactory Rating|Electric Kettle|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Microwave|Cot|Hairdryer|Flatscreen TV|Computer with Internet|Fridge|WiFi (Rooms)|Serviced Apartment|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating|Terrace (Hotel)|Television|Shower|Satellite TV|Openable Windows
5047182,WiFi (Public Areas)|Air Conditioning|Cable TV|2 Star|Ironing Board|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Flatscreen TV|Computer with Internet|Fridge|Lift|Television|Shower|Car Park
5759370,Hotel
5879528,House / Apartment
6739218,Satisfactory Rating|House / Apartment|Good Rating|Very Good Rating
477971,3 Star|Desk|Gym|Hairdryer|Beach|WiFi (Public Areas)|From 3 Stars|Good Rating|Family Friendly|From 2 Stars|Ironing Board|Romantic|Concierge|Safe (Rooms)|Jacuzzi (Hotel)|Computer with Internet|WiFi (Rooms)|Washing Machine|Lift|Central Heating|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Luxury Hotel|Towels|Television|Business Hotel|Shower|Car Park|Restaurant|Satellite TV|Openable Windows
919457,Tennis Court (Indoor)|Desk|Cot|Hairdryer|Beach|Good Rating|Sitting Area (Rooms)|Horse Riding|Free WiFi (Combined)|Tennis Court|House / Apartment|Porter|Bike Rental|Self Catering|Non-Smoking Rooms|Fitness|Fan|Computer with Internet|Volleyball|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Car Park|Sailing|Surfing|Openable Windows
3217370,Swimming Pool (Outdoor)|Hairdryer|Beach|WiFi (Public Areas)|Good Rating|Bed & Breakfast|Free WiFi (Combined)|Free WiFi (Rooms)|Fan|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Hotel Bar|Satisfactory Rating|Room Service|Very Good Rating|Airport Shuttle|Express Check-In / Check-Out|Openable Windows
4974962,Beach|Good Rating|Serviced Apartment|Satisfactory Rating|Very Good Rating
5464604,Conference Rooms|Desk|Cot|Hairdryer|Beach|WiFi (Public Areas)|Good Rating|Free WiFi (Combined)|Accessible Hotel|Free WiFi (Rooms)|Fan|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift|Air Conditioning|Sun Umbrellas|Satisfactory Rating|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Shower
2303306,Jacuzzi (Hotel)|Singles|WiFi (Public Areas)|Computer with Internet|Family Friendly|Room Service (24/7)|From 2 Stars|3 Star|Desk|WiFi (Rooms)|Lift|Beach|From 3 Stars|Good Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|Free WiFi (Combined)|Free WiFi (Rooms)|Openable Windows|Car Park
4361150,Flatscreen TV|Balcony|WiFi (Public Areas)|Computer with Internet|Fridge|Desk|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Microwave|Swimming Pool (Outdoor)|Terrace (Hotel)|Television|Shower|Air Conditioning|Cable TV|Hotel Bar|Ironing Board|Hostel|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Solarium
4626720,Laundry Service|Honeymoon|Large Groups|Boutique Hotel|Singles|Business Centre|4 Star|From 4 Stars|WiFi (Public Areas)|Excellent Rating|Family Friendly|From 2 Stars|WiFi (Rooms)|Free WiFi (Public Areas)|Gym|Hairdryer|Beach|From 3 Stars|Good Rating|Room Service|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Hotel Bar|Satisfactory Rating|Free WiFi (Combined)|Free WiFi (Rooms)|Restaurant
4856446,Fan|Flatscreen TV|WiFi (Public Areas)|Computer with Internet|Fridge|Microwave|Television|House / Apartment|Self Catering
9168262,House / Apartment
1743531,WiFi (Public Areas)|Convenience Store|Car Park|Reception (24/7)|Air Conditioning|Cable TV|Swimming Pool (Bar)|Massage|Pool Table|Satisfactory Rating|Jacuzzi (Hotel)|Hairdresser|Computer with Internet|Volleyball|Fridge|Serviced Apartment|Swimming Pool (Combined Filter)|Lift|Table Tennis|Gay-friendly|Cosmetic Mirror|Hiking Trail|Very Good Rating|Television|Direct beach access|Shower|Porter|Self Catering|Concierge|Fitness|Sauna|Electric Kettle|Laundry Service|Restaurant|Openable Windows|Sitting Area (Rooms)|Swimming Pool (Outdoor)|Gym|Beach|Beauty Salon|Accessible Parking|Good Rating
5960814,House / Apartment
6046054,Hotel
1993963,Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|2 Star|Satisfactory Rating|Tennis Court|Fitness|Computer with Internet|Volleyball|WiFi (Rooms)|Lift|Radio|Beach|Openable Windows|Car Park|From 2 Stars|Hiking Trail|Luxury Hotel|WiFi (Public Areas)|Television|Shower
3907862,Reception (24/7)|Air Conditioning|Cable TV|Satisfactory Rating|Ironing Board|Free WiFi (Combined)|House / Apartment|Porter|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Flatscreen TV|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Radio|Restaurant|Excellent Rating|Microwave|Airport Shuttle|Good Rating|Openable Windows|Car Park|Convenience Store|Sitting Area (Rooms)|Room Service|Balcony|WiFi (Public Areas)|Terrace (Hotel)|Very Good Rating|Television|Shower
6122596,Satisfactory Rating|House / Apartment|Excellent Rating|Good Rating|Very Good Rating
8153438,Telephone|Air Conditioning|Massage|House / Apartment|Self Catering|Non-Smoking Rooms|Concierge|Fridge|Lift|Microwave|Swimming Pool (Outdoor)|Hairdryer|Sauna|Car Park|Balcony|Television|Satellite TV
8968660,Satisfactory Rating|House / Apartment|Excellent Rating|Good Rating|Very Good Rating
3049282,Laundry Service|Gay-friendly|From 2 Stars|WiFi (Public Areas)|Diving|Eco-Friendly hotel|Desk|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|Swimming Pool (Outdoor)|Beach|Accessible Parking|From 3 Stars|Good Rating|Fan|Flatscreen TV|Honeymoon|Large Groups|Boutique Hotel|Singles|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Deck Chairs|Family Friendly|Hostel|Free WiFi (Combined)|Bike Rental|Self Catering|Free WiFi (Rooms)|Surfing|Non-Smoking Rooms|Car Park|Express Check-In / Check-Out|Concierge|Fitness|Room Service|Openable Windows|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower
3155754,WiFi (Public Areas)|Air Conditioning|Cable TV|WiFi (Rooms)|Free WiFi (Public Areas)|Bed & Breakfast|Free WiFi (Combined)|Bike Rental|Free WiFi (Rooms)|Surfing|Openable Windows|Television|Shower
4132378,From 2 Stars|WiFi (Public Areas)|Radio|Desk|Air Conditioning|Cable TV|Adults Only|Satisfactory Rating|Microwave|Hairdryer|Beach|Good Rating|Fan|Flatscreen TV|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Bed & Breakfast|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Room Service|Openable Windows|Terrace (Hotel)|Television|Business Hotel|Shower
5169408,WiFi (Public Areas)|Hotel|Swimming Pool (Outdoor)|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Free WiFi (Combined)|Free WiFi (Rooms)|Car Park|Luxury Hotel|Television|Shower
6680752,Beach|Guest House
1055330,WiFi (Public Areas)|From 4 Stars|Tennis Court (Indoor)|Design Hotel|Computer with Internet|Pet Friendly|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Hypoallergenic Rooms|Cable TV|Swimming Pool (Bar)|3 Star|Hotel Bar|Sauna|Desk|Satisfactory Rating|Deck Chairs|Room Service (24/7)|Conference Rooms|Business Centre|From 2 Stars|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Free WiFi (Combined)|Tennis Court|Porter|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Swimming Pool (Outdoor)|Gym|Beach|From 3 Stars|Convention Hotel|Good Rating|Surfing|Restaurant|Car Park
1671353,WiFi (Public Areas)|Tennis Court (Indoor)|Singles|Computer with Internet|Pet Friendly|Volleyball|WiFi (Rooms)|Lift|Telephone|Hotel|Reception (24/7)|Cable TV|Laundry Service|3 Star|Satisfactory Rating|Family Friendly|Room Service (24/7)|Diving|Room Service|Hiking Trail|Luxury Hotel|Television|Business Hotel|Shower|Tennis Court|Fitness|Beach|Good Rating|Surfing|Openable Windows
8316034,Hotel
754221,Deck Chairs|Hostel|Free WiFi (Combined)|Tennis Court|Bike Rental|Self Catering|Non-Smoking Rooms|Reception (24/7)|WiFi (Public Areas)|Openable Windows|Air Conditioning|Hotel Bar|Adults Only|Satisfactory Rating|Fan|Large Groups|Singles|Free WiFi (Public Areas)|Swimming Pool (Outdoor)|Beach|Business Hotel
4689548,Tennis Court (Indoor)|Swimming Pool (Indoor)|Flatscreen TV|Fridge|Serviced Apartment|Lift|Central Heating|Room Service|Table Tennis|Laundry Service|Restaurant|Television|Telephone|Balcony|WiFi (Public Areas)|Air Conditioning|Sun Umbrellas|Pool Table|Cosmetic Mirror|Microwave|Swimming Pool (Outdoor)|Gym|Beach|Ironing Board|Self Catering|Non-Smoking Rooms
5830856,Car Park|WiFi (Rooms)|Free WiFi (Public Areas)|3 Star|Luxury Hotel|Very Good Rating|Television|Shower|WiFi (Public Areas)|Hotel|Cable TV|Satisfactory Rating|Good Rating|Free WiFi (Combined)
8418316,House / Apartment
1947355,Reception (24/7)|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|Desk|Balcony|WiFi (Public Areas)|Convenience Store|Diving|Sitting Area (Rooms)|Openable Windows|Family Friendly|Airport Shuttle|Laundry Service|Bungalows|From 2 Stars|Terrace (Hotel)|Television|Business Hotel|Direct beach access|Shower|Fan|Large Groups|Singles|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Hostel|Free WiFi (Combined)|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Microwave|Nightclub|Beach
5433480,Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Pool Table|Satisfactory Rating|3 Star|Desk|WiFi (Public Areas)|Convenience Store|Car Park|Eco-Friendly hotel|Surfing|Satellite TV|Express Check-In / Check-Out|Airport Shuttle|Restaurant|Laundry Service|Conference Rooms|Gay-friendly|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Flatscreen TV|Honeymoon|Large Groups|Singles|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Ironing Board|Free WiFi (Combined)|Accessible Hotel|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Fitness|Cot|Gym|Hairdryer|Beach|Accessible Parking|Convention Hotel|Good Rating
10368288,Air Conditioning|Television|WiFi (Rooms)|Free WiFi (Combined)|House / Apartment|Free WiFi (Rooms)
3904508,Sauna|Desk|Kosher Food|3 Star|Express Check-In / Check-Out|Openable Windows|Eco-Friendly hotel|Balcony|WiFi (Public Areas)|Senior Travellers|Gay-friendly|From 2 Stars|Flatscreen TV|Honeymoon|Beach Bar|Large Groups|Singles|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Cot|Hairdryer|Diving|Beach|From 3 Stars|Convention Hotel|Good Rating|Family Friendly|Ironing Board|Free WiFi (Combined)|Bowling|Accessible Hotel|Porter|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Hypoallergenic Rooms|Cable TV|Hotel Bar|Pool Table|Satisfactory Rating|Luxury Hotel|Towels|Television|Business Hotel|Direct beach access|Shower
6213724,Hotel|Satisfactory Rating
6518904,Express Check-In / Check-Out|Sailing|Balcony|WiFi (Public Areas)|Surfing|From 4 Stars|Eco-Friendly hotel|Sitting Area (Rooms)|From 2 Stars|Laundry Service|Openable Windows|Car Park|Hiking Trail|Theme Hotel|Terrace (Hotel)|Television|Business Hotel|Direct beach access|Shower|Farmstay|Air Conditioning|Country Hotel|Sun Umbrellas|Adults Only|Health Retreat|Beach|From 3 Stars|Fan|Large Groups|Singles|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Hostel|Free WiFi (Combined)|Boat Rental|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms
918999,Openable Windows|Reception (24/7)|Air Conditioning|Adults Only|Satisfactory Rating|Hostel|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Fan|Large Groups|Singles|WiFi (Rooms)|Free WiFi (Public Areas)|WiFi (Public Areas)|Beach
4946252,Laundry Service|Air Conditioning|House / Apartment|Self Catering|Non-Smoking Rooms|Fridge|WiFi (Rooms)|Washing Machine|Balcony|WiFi (Public Areas)|Airport Shuttle|Terrace (Hotel)|Beach
929427,Sauna|Deck Chairs|Family Friendly|Fan|Jacuzzi (Hotel)|Flatscreen TV|Honeymoon|Boutique Hotel|Singles|Volleyball|Airport Shuttle|Openable Windows|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Express Check-In / Check-Out|Spa (Wellness Facility)|Sitting Area (Rooms)|Resort|Laundry Service|Design Hotel|Car Park|Golf Course|WiFi (Public Areas)|From 2 Stars|Radio|From 4 Stars|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Massage|Satisfactory Rating|Spa Hotel|Microwave|Swimming Pool (Outdoor)|Cot|Gym|Desk|Eco-Friendly hotel|3 Star|Hairdryer|Body Treatments|Childcare|Surfing|Hot Stone Massage|Beach|Accessible Parking|From 3 Stars|Good Rating|Free WiFi (Combined)|Romantic|Porter|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Room Service|Hiking Trail|Hydrotherapy|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Business Hotel|Shower|Steam Room
6046044,Hotel
6048534,Hotel
8905428,Bed & Breakfast|Fan|Singles|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Restaurant|Balcony|WiFi (Public Areas)|From 2 Stars|Reception (24/7)|Air Conditioning|Satisfactory Rating|Swimming Pool (Outdoor)|Excellent Rating|From 3 Stars|Good Rating|Ironing Board|Free WiFi (Combined)|Bike Rental|Free WiFi (Rooms)|Room Service|Towels|Very Good Rating
6587662,House / Apartment
1769241,Laundry Service|WiFi (Public Areas)|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Pool Table|2 Star|Adults Only|Bathtub|Satisfactory Rating|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Fitness|Jacuzzi (Hotel)|Honeymoon|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Car Park|Motel|Room Service (24/7)|Room Service|Luxury Hotel|Television|Radio|Shower
3222526,Laundry Service|WiFi (Public Areas)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Hypoallergenic Rooms|Cable TV|Bathtub|Satisfactory Rating|Free WiFi (Combined)|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Business Centre|Desk|Car Park|Swimming Pool (Outdoor)|Gym|Hairdryer|Beach|Good Rating|Sauna|Surfing|Openable Windows|Hiking Trail|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower
4204412,Electric Kettle|WiFi (Public Areas)|Excellent Rating|Telephone|Reception (24/7)|Air Conditioning|Bathtub|Satisfactory Rating|Ironing Board|Self Catering|Non-Smoking Rooms|Swimming Pool (Indoor)|Fan|Flatscreen TV|Computer with Internet|Pet Friendly|Fridge|Serviced Apartment|Washing Machine|Desk|Microwave|Cot|Beach|Good Rating|Openable Windows|Hiking Trail|Very Good Rating|Television|Business Hotel|Shower
4523414,Electric Kettle|WiFi (Public Areas)|Air Conditioning|Cable TV|Sitting Area (Rooms)|Satisfactory Rating|Ironing Board|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift|Satellite TV|Microwave|Good Rating|Openable Windows|Very Good Rating|Television|Shower
10597594,Hostel
104786,Desk|Laundry Service|Room Service|Luxury Hotel|From 2 Stars|Radio|From 4 Stars|WiFi (Public Areas)|Sitting Area (Rooms)|3 Star|Conference Rooms|Family Friendly|Room Service (24/7)|Television|Business Hotel|Shower|Business Centre|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Gym|Hairdryer|Health Retreat|Beach|From 3 Stars|Large Groups|Computer with Internet|WiFi (Rooms)|Washing Machine|Lift|Porter|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Design Hotel|Car Park|Express Check-In / Check-Out|Restaurant
6786738,Pet Friendly|House / Apartment
9215036,Hotel
918989,Tennis Court (Indoor)|Diving|Eco-Friendly hotel|Air Conditioning|Cable TV|Satisfactory Rating|Openable Windows|Family Friendly|Bed & Breakfast|Hiking Trail|Surfing|Very Good Rating|Television|Business Hotel|Shower|Flatscreen TV|Singles|Computer with Internet|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|WiFi (Public Areas)|Desk|Ironing Board|Free WiFi (Combined)|Tennis Court|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Fitness|Gay-friendly|From 2 Stars|Hairdryer|Beach|From 3 Stars|Good Rating
1383714,Conference Rooms|Sitting Area (Rooms)|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Hypoallergenic Rooms|Cable TV|Hotel Bar|Pool Table|Satisfactory Rating|Airport Hotel|Openable Windows|Express Check-In / Check-Out|Bowling|Family Friendly|Room Service|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Flatscreen TV|Large Groups|Boutique Hotel|Singles|Computer with Internet|Pet Friendly|Volleyball|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|WiFi (Public Areas)|Laundry Service|Restaurant|Desk|Ironing Board|Free WiFi (Combined)|Tennis Court|Accessible Hotel|Porter|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|From 2 Stars|3 Star|Satellite TV|Sailing|Microwave|Cot|Hairdryer|Beach|Hypoallergenic Bedding|From 3 Stars|Good Rating
2837700,Gay-friendly|From 2 Stars|Fan|Flatscreen TV|Large Groups|Singles|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Microwave|Beach|From 3 Stars|Airport Hotel|Hiking Trail|Openable Windows|WiFi (Public Areas)|Radio|Satellite TV|Airport Shuttle|Laundry Service|Terrace (Hotel)|Television|Direct beach access|Shower|Hostel|Free WiFi (Combined)|Porter|Self Catering|Free WiFi (Rooms)|Concierge|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Satisfactory Rating
2888446,Sitting Area (Rooms)|Conference Rooms|Sauna|Fan|Honeymoon|Large Groups|Singles|Computer with Internet|Fridge|WiFi (Rooms)|Serviced Apartment|Free WiFi (Public Areas)|Lift|Microwave|Swimming Pool (Outdoor)|Gym|Hairdryer|Room Service|Deck Chairs|Openable Windows|Business Centre|WiFi (Public Areas)|Radio|Diving|Convenience Store|Restaurant|Express Check-In / Check-Out|Desk|Table Tennis|Laundry Service|Electric Kettle|Terrace (Hotel)|Television|Shower|Ironing Board|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Fitness|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Hotel Bar
4286736,From 2 Stars|Sitting Area (Rooms)|Flatscreen TV|Large Groups|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating|Cot|Hairdryer|Beach|Room Service|Family Friendly|Openable Windows|Balcony|WiFi (Public Areas)|Restaurant|Airport Shuttle|Car Park|Desk|Cosmetic Mirror|Laundry Service|Luxury Hotel|Television|Business Hotel|Shower|Free WiFi (Combined)|Romantic|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|2 Star
6119510,Hotel|2 Star
9026310,Hotel
655691,Business Centre|Family Friendly|Room Service (24/7)|Diving|Conference Rooms|Laundry Service|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|From 2 Stars|WiFi (Public Areas)|Bathtub|Satisfactory Rating|Cot|Gym|Hairdryer|Beach|From 3 Stars|Good Rating|Ironing Board|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Jacuzzi (Hotel)|Flatscreen TV|Honeymoon|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Car Park|Express Check-In / Check-Out|Surfing|Desk|Restaurant|Radio|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Openable Windows
2244172,Reception (24/7)|WiFi (Public Areas)|Satisfactory Rating|Beach|Good Rating|Hostel|Bike Rental|Self Catering|Non-Smoking Rooms|Fitness|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Surfing|Hiking Trail|Terrace (Hotel)|Very Good Rating|Shower|Openable Windows
2733700,Deck Chairs|Family Friendly|Diving|Excellent Rating|Sitting Area (Rooms)|Laundry Service|Sauna|Telephone|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Gay-friendly|From 2 Stars|WiFi (Public Areas)|Sun Umbrellas|Satisfactory Rating|Microwave|Swimming Pool (Outdoor)|Gym|Beach|From 3 Stars|Good Rating|Boat Rental|Self Catering|Jacuzzi (Hotel)|Honeymoon|Large Groups|Singles|Fridge|WiFi (Rooms)|Serviced Apartment|Lift|Car Park|Sailing|Satellite TV|Surfing|From 4 Stars|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Openable Windows
3131678,Laundry Service|Reception (24/7)|Air Conditioning|WiFi (Public Areas)|Hotel Bar|Satisfactory Rating|Beach|Hostel|Free WiFi (Combined)|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Large Groups|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Surfing|Airport Shuttle|Hiking Trail|Terrace (Hotel)|Shower|Openable Windows
3145592,Deck Chairs|Family Friendly|Excellent Rating|Eco-Friendly hotel|Laundry Service|Sauna|Reception (24/7)|Air Conditioning|Cable TV|Swimming Pool (Bar)|From 2 Stars|WiFi (Public Areas)|Sun Umbrellas|Hotel Bar|Pool Table|Satisfactory Rating|Swimming Pool (Outdoor)|Gym|Beach|From 3 Stars|Good Rating|Hostel|Free WiFi (Combined)|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Swimming Pool (Indoor)|Fan|Honeymoon|Large Groups|Boutique Hotel|Singles|Computer with Internet|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Car Park|Surfing|Airport Hotel|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Openable Windows
